DATA_MANAGE_NO,DATA_TITLE_NM,THEME_NM,LWPRT_THEME_NM,CL_NM,LWPRT_CL_NM,SBJT_NM,MIDDL_SBJT_NM,SUMRY_CN,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,CTLSTT_LA,CTLSTT_LO,REGIST_DE,CORE_KWRD_CN,OPN_DE,media_type,REFINED_KWRD_CN,IS_STORY,media_subtype
6307,"그림 - 임진왜란을 피해 조선왕조실록을 지킨 이야기, 전북 정읍 임계기사",역사문화유산,한국의 기록문화,문화유산,기타,전라도 광주의 기록문화,종이자료,전라북도 정읍시 부전동 정읍시립박물관에는 『임계기사(壬癸記事)』라는 책이 소장되어 있다. 『임계기사』는 임진왜란 때 전라북도 정읍시에 살던 안의(安義)와 손홍록(孫弘祿)이 전주사고에 있던 『조선왕조실록』을 내장산으로 옮겨 1년 남짓 전쟁을 피해 온전히 지켜낸 과정을 기록한 자료이다. 안의와 손홍록의 행적이 담긴 『임계기사』를 통해 『조선왕조실록』을 지켜낸 숭고한 업적을 확인할 수 있다.,,https://ncms.nculture.org/archival/story/6307,전라북도,정읍시,전라북도 정읍시 부전동 1009,35.52779271,126.8945449,20200917,"안의, 조선왕조실록, 임계기사, 손흥록, 전주사고, 조선왕조실록길, 내장산, 정읍시립박물관",20230330,text,역사/인물,N,text
6342,그림 - 맷돌질하며 부르는 제주도 서귀포시 성읍마을의 「이여도하라소리」,생활문화,노동요,생활과 민속,민속,제주도 노동요,공산노동요,"제주특별자치도 서귀포시 표선면 성읍리에는 성읍민속마을이 있다. 맷돌질은 제주도에서 많이 심는 보리나 조 등을 맷돌에 가는 것으로, 맷돌질을 할 때 노래를 부른다. 혼자서 할 때는 독창을, 둘이서 할 때는 매기는 소리와 받는 소리로 선후창을 한다. 「이여도하라소리」는 맷돌질을 할 때 부르는 선후창인데, 노랫가사는 맷돌질과 직접 관련된 내용보다 생활에 대한 내용으로 구성되어 있다.",,https://ncms.nculture.org/labour-song/story/6342,제주특별자치도,서귀포시,제주 서귀포시 표선면 중산간동로 4658 성읍1리정보사랑방,33.38995717,126.7977806,20200920,"맷돌질, 성읍마을, 이여도하라소리",20230330,text,노동/민요,N,text
6343,그림 - 집줄을 만들며 부르는 제주도 서귀포시 덕수마을의 「상사소리」,생활문화,노동요,생활과 민속,민속,제주도 노동요,공산노동요,"제주특별자치도 서귀포시 안덕면 덕수리는 면의 가장 서쪽에 위치해 있다. 제주도는 바람이 세게 부는 곳이므로 바람에 지붕이 날아가지 않도록 줄을 엮어서 단단히 묶는데, 이렇듯 지붕을 바둑판처럼 얽어매는 것을 ‘집줄 놓는다’고 한다. 줄을 엮을 때는 선소리꾼의 메기는 소리에 맞춰 받는 사람들은 후렴인 ‘상사∼뒤야’를 반복적으로 구성하는 「상사소리」를 부른다. 노랫말은 줄 놓을 때 지시하는 내용으로 이루어져 있다.",,https://ncms.nculture.org/labour-song/story/6343,제주특별자치도,서귀포시,제주특별자치도 서귀포시 안덕면 덕수회관로 98,33.25461251,126.3064721,20200920,"억새, 지붕, 상소소리, 집, 덕수마을, 집줄, 띠",20230330,text,노동/민요,N,text
6344,"그림 - 1500명이 불사를 일으킨 기록, 철조비로자나불좌상기",역사문화유산,한국의 기록문화,문화유산,기타,강원도의 기록문화,금석자료,"강원도 철원군 동송읍에 있는 도피안사(到彼岸寺)의 대적광전(大寂光殿)에는 철조비로자나불좌상이 있다. 경문왕(景文王) 5년인 865년에 조성된 철불이다. 뒷면에는 당시 불상의 조성 경위와 관련한 명문이 새겨져 있다. 철원군 향도(香徒) 1,500여 명이 불심으로 대동단결하여 불상을 건립하였다는 내용이다. 총 139자로서 현재 7자는 판독할 수 없다. 6.25 당시 도피안사가 전소되어 소실될 위기에 놓였지만, 이후 국군 15사단에 의해 보수되어 지금까지 유",,https://ncms.nculture.org/archival/story/6344,강원도,철원군,동송읍 도피동길 23(관우리) 도피안사,38.24034105,127.218342,20200920,"도선국사, 철원, 도피안사, 비로자나불좌상기",20230330,text,역사/인물,N,text
6563,그림 - 옷바위 이야기,생활문화,지역설화,"구비전승,어문학",어문학,전라도·광주 지역의 전설,,"옷바위라는 바위의 유래담으로 이야기되는 아기장수 이야기이다. 옛날에 아기를 낳았는데, 아기가 장수로 태어났다. 그래서 갑옷을 입고 매시낭골로 떠났다고 한다. 그리고 이 동네는 옵바우라고 이름이 지어졌다구 한다. 그 바위는 거북이형으로 생겼다고 한다. 받침돌이 있는 것이 아니라 원 돌과 암반이 자연적으로 붙여졌다고 한다.",,https://ncms.nculture.org/traditional-stories/story/6563,전라북도,완주군,전라북도 완주군 상관면 의암리,35.80211168,127.2321889,20201007,"아기장수, 옷바위, 매시낭골",20230330,text,,N,text
6565,그림 - 은혜 갚은 꿩,생활문화,지역설화,"구비전승,어문학",어문학,전라도·광주 지역의 전설,,"옛날에 과거를 가다가 꿩의 다리가 구렁이에 감겨있었다. 그래서 그냥 두면 꿩이 죽을 것 같아서 활로 구렁이를 쏘았다. 그랬더니 꿩이 그냥 날아가 버렸고, 구렁이도 사라졌다. 이후 과거를 다 치르고 집을 돌아왔는데 며느리가 밥상에 해삼과 큰 삼치를 올려놓았다. 삼치를 먹다 보니 안에 자기가 쏜 화살이 들어있었다. 두 번째는 젓가락 끝에 화살이 있어서 그만 화살을 먹어버렸다. 영감은 숨도 못 쉬고 괴로워하고 있었는데 꿩 떼가 집안으로 들어와 영감을 살려주었",,https://ncms.nculture.org/traditional-stories/story/6565,전라북도,완주군,전라북도 완주군 소양면 죽절리,35.876797,127.2283891,20201007,"꿩, 구렁이, 은혜",20230330,text,생활/문화,N,text
6663,그림 - 쟁기랑 산과 복개산 기우제,생활문화,지역설화,"구비전승,어문학",어문학,전라도·광주 지역의 전설,,"산봉우리가 복개같이 생겨 복개산이라 하였으며, 뒷산에는 매 같이 생긴 바위가 있어 매바위라고 했다. 이 산에다 묘를 쓰면 비가 오지 않는다는 설이 있어 누구든지 묘를 쓰지 못하도록 감시 감독을 했다. 쟁기산이라 부르게 된 유래는 정상에 있는 우물에서 나는 쟁그랑 소리 때문이다. 비가 오지 않을 때는 이웃마을 부녀자들까지 산 정상에 올라가 기우제를 지내는 풍습도 전해오고 있다.",,https://ncms.nculture.org/traditional-stories/story/6663,전라남도,완도군,전남 완도군 금당면 육산리 산 59-5,34.4489684,127.0639691,20201019,"기우제, 쟁기랑산, 복개산",20230330,text,,N,text
6717,그림 - 수덕사와 수덕도령,생활문화,지역설화,"구비전승,어문학",어문학,충청도·대전·세종시 지역의 전설,,"예산군 덕산면 사천리 덕숭산에 있는 수덕사가 세워진 것에 대한 전설이 있다. 어느 양반집에 수덕이라는 도령이 있었다. 가을의 어느 날 수덕도령은 하인들을 데리고 사냥을 갔다. 수덕도령은 노루가 나타나기를 기다렸고, 화살을 쏘려다가 한 낭자를 발견하고 그는 활시위를 놓지 않았다. 수덕도령은 그 낭자에게 빠지게 되었고, 혼인을 간청했다. 낭자는 자신과 혼인하려면 자기 집 근처에 절을 하나 세워달라고 했고, 낭자는 여자만 생각했기 때문에 절을 짓는 일은 헛된",,https://ncms.nculture.org/traditional-stories/story/6717,충청남도,예산군,충남 예산군 덕산면 사천리 19,36.66305968,126.6226808,20201022,"수덕사, 수덕도령, 덕숭낭자, 덕숭산",20230330,text,,N,text
6856,그림 - 선운사 도솔암 마애불,역사문화유산,한국의 석조문화,문화유산,조각,불교 석조문화,석불,"보물 제1200호 선운사 도솔암 마애불은 도솔암 주변 암벽에 새겨진 고려 시대의 대형 마애불상이다. 마애불상의 가슴 중앙에는 사각형 구멍이 남아 있다. 이곳에 복장 유물을 넣기 위한 용도로 추정되지만, 이곳에 비결(?訣)을 넣었다는 조선 후기의 전설이 전해지기도 한다. 실제로 이를 믿는 동학의 주도 세력이 무력으로 책을 탈취하다가 체포되는 사건이 발생하기도 했다. 한국 조각사에서 제작 시기를 알려주는 기록이 드문데, 이 마애불상은 조성 시기를 알려주는",,https://ncms.nculture.org/stonecraft/story/6856,전라북도,고창군,전라북도 고창군 아산면 도솔길 294,35.48109203,126.5640376,20201118,"마애불, 도솔암, 고창 선운사, 대형불상",20230330,text,불교/문화유산,N,text
6887,그림 - 한 개의 연조만 복원된 충남 논산의 옥녀봉 봉수,역사문화유산,한국의 관방문화,문화유산,건축유적,충청남도 관방유적,봉수,"옥녀봉 봉수는 충청남도 논산시 강경읍 북옥리에 소재한 옥녀봉 정상에 있다. 이 봉수는 조선 초 전국의 봉수 노선이 정비되면서 축조되었을 것으로 추정하며, 남쪽에 있는 익산 광두원 봉수에서 신호를 받아 북동쪽에 있는 황화산 봉수로 연결했던 내지봉수이다. 현재 옥녀봉 봉수는 복원되었지만, 복원에 앞서 발굴조사나 고증 절차를 거치지 않아 본래의 모습을 확인할 수 없다.",,https://ncms.nculture.org/fortress/story/6887,충청남도,논산시,충청남도 논산시 강경읍 북옥리 142,36.16491723,127.0118628,20201125,"논산 옥녀봉, 강경산, 옥녀봉 봉수, 충청병사, 옥녀봉 유래",20230330,text,,N,text
6919,그림 - 제비불 석불로 더 알려진 안동 이천동 마애여래입상,역사문화유산,한국의 석조문화,문화유산,조각,불교 석조문화,석불,이천동 마애여래입상은 경상북도 안동시 이천동에 있는 고려시대 불상이다. 자연 암석을 이용한 커다란 몸체로 머리는 한 덩어리의 재료에서 물체의 모양 전부를 조각해 내는 기법인 환조(丸彫)로 별개의 돌을 올린 톡특한 형태의 불상이다. 마애여래입상 가까이 석탑 1기가 있는데 본래 이곳은 연미사(燕尾寺)가 있었다 한다. 1963년 이천동 마애여래입상은 보물 제115호로 지정되었다.,,https://ncms.nculture.org/stonecraft/story/6919,경상북도,안동시,경북 안동시 이천동 산2,36.60665933,128.7053072,20201204,"대형 불상, 연미사, 제비원, 자연암석",20230330,text,불교/문화유산,N,text
6949,그림 - 불국토를 응시하는 신선암 마애보살반가상,역사문화유산,한국의 석조문화,문화유산,조각,불교 석조문화,석불,"마치 구름 위에 앉아 있는 것처럼 보이는데 머리에 삼면보관(三面寶冠)을 쓰고 있어서 보살상임을 알 수 있다. 얼굴은 풍만하고, 지그시 감은 두 눈은 깊은 생각에 잠긴 모습으로 구름 위의 세계에서 중생을 살펴보고 있는 듯하다. 오른손에는 꽃을 잡고 있으며, 왼손은 가슴까지 들어 올려서 설법하는 모양을 표현하고 있다. 천의(天衣)는 아주 얇아 신체의 굴곡이 사실적으로 드러나 보이며 옷자락들은 대좌(臺座)를 덮고 길게 늘어져 있다.",,https://ncms.nculture.org/stonecraft/story/6949,경상북도,경주시,경북 경주시 칠불암길 201,35.77429203,129.2352352,20201204,"고려시대 불상, 경상북도 불상",20230330,text,불교/문화유산,N,text
6950,"그림 - 두 분의 부처님, 원풍리 마애불좌상",역사문화유산,한국의 석조문화,문화유산,조각,불교 석조문화,석불,"보물 제97호. 충주에서 경상북도 상주로 가는 국도변 산마루턱에 암벽을 뚫어 만든 감실(龕室) 안에 불좌상 2구와 화불(化佛) 등이 조각되었다. 전체적으로 많은 손상을 입었는데, 특히 하부는 마멸이 심하여 형체가 불분명하다. 이불병좌상은 중국에서는 북위시대, 특히 5, 6세기에 크게 유행하였으나, 우리나라에는 그 예가 많지 않다. 이 작품 외에는 전대전사 출토 금동이불병좌상(傳大典寺出土金銅二佛幷坐像)이 있고, 벽화로는 통도사 영산전의 견보탑품변상(見寶塔",,https://ncms.nculture.org/stonecraft/story/6950,충청북도,괴산군,충청북도 괴산군 연풍면 원풍리 산124-2,36.79199725,128.0230727,20201204,"불국토, 불교문화재, 경주 신선암, 마애보살반가상, 미륵보살",20230330,text,불교/문화유산,N,text
6955,그림 - 적멸보궁의 상징 통도사 금강계단,역사문화유산,한국의 석조문화,문화유산,조각,불교 석조문화,계단/다리,신라 선덕여왕 15년(646) 자장율사에 의해 조성된 금강계단은 통도사 창건 이후 수차례에 걸쳐 중수되었기 때문에 창건 당시의 정확한 구조를 알 수 없다. 다만 『삼국유사』 기록에 ‘계단은 2층으로 위층 가운데에는 마치 가마솥을 엎어 놓은 것과 같다’라는 기록을 통해 그 형태가 현재의 모습과 크게 다르지 않았던 것으로 추정된다.,,https://ncms.nculture.org/stonecraft/story/6955,경상남도,양산시,경남 양산시 하북면 지산리 583,35.48820628,129.0637284,20201204,"불교 문화재, 괴산 마애불좌상, 이불병좌상, 보물 제 97호",20230330,text,불교/문화유산,N,text
7043,그림 - 한국 동판화의 선구자 김상유,생활문화,지역문화예술인,종교와 문화,문화예술,미술,,"판화가 김상유는 한국 판화계를 이끌어 온 선구자 중 하나이다. 인천 동산중학교 교사로 재직하면서 미국, 일본 등의 판화 제작 기법을 연구하여 독학으로 동판화 작품을 만들어냈다. 1963년 한국 첫 동판화 전시를 하면서 주목을 받았고, 우리나라 미술계에서의 판화 저변 확대에도 힘썼다.",,https://ncms.nculture.org/local-artist/story/7043,인천광역시,동구,인천광역시 동구 동산로58,37.47303977,126.6488935,20210423,"판화가, 동판화, 판화",20230330,text,예술/공예,N,text
7108,그림 - 경강을 오가던 ‘황포돛배’를 그린 릴리안 메이 밀러,산업,시장,생활과 민속,생활,그림으로 보는 한국의 전통시장,상인을 그린 작가,"조선시대부터 경강은 팔도 산물이 모이는 곳이었다. 상인들은 정부의 세곡과 소작미 뿐만 아니라 농산물과 목재, 땔나무 등을 싣고 와서 소금과 새우젓 등으로 교환해갔다. 광나루에서 양화진까지 전국 각지에서 물자를 싣고 온 배가 장을 열었다. 황포돛배는 경강을 오가던 배였다. 화가 릴리안 메이 밀러는 일제강점기 서울에 살면서 한국을 담은 40여 점의 작품을 남겼다. 이중 황포돛배는 당시 경강을 오가던 배의 아름다운 모습을 보여준다.",,https://ncms.nculture.org/market/story/7108,서울특별시,종로구,서울특별시 종로구 인사동길 41-1 인사가나아트센터,37.57395229,126.9847624,20210719,"강경상인, 경강, 목판화, 황포돛배, 릴리안메이밀러",20230630,text,예술/공예,N,text
7111,그림 - 3곳의 장소에서 제를 지내는 괴산 송덕리 송동 동고사,생활문화,마을신앙,생활과 민속,민속,지역을 대표하는 마을신앙,충청북도의 마을신앙,"충북 괴산군 송덕리는 장연면의 남단에 위치한 마을로, 이곳에서는 마을 서쪽 입구의 느티나무 숲이 어우러진 ‘서낭댕이’와 서낭댕이에서 100m 떨어진 ‘송덕리 오층석탑’, 그리고 마을 동쪽의 온바위에 있는 ‘석탑’등 이 3곳에서 동고사를 지낸다. 송덕리에서 동고사를 지내는 동제장은 2013년 충청북도 민속문화재 제22호로 지정되었다. 2019년을 마지막으로 동제를 지낼 인력이 부족해 송덕리 동제장은 전승이 중단되었다.",,https://ncms.nculture.org/faith/story/7111,충청북도,괴산군,충북 괴산군 장연면 송덕리 853,36.78678057,127.9239228,20210719,"서낭댕이, 송덕리 오층석탑, 솔티샘, 옻샘, 송덕리 동제장",20230630,text,,N,text
7112,그림 - 조선시대 지방 관행제의 하나였던 괴산 운곡2리 국사제,생활문화,마을신앙,생활과 민속,민속,지역을 대표하는 마을신앙,충청북도의 마을신앙,"운곡2리 국사제는 좌구산 동북쪽 골짜기에 위치한 안장압 마을에서 거행하는 동제이다. 좌구산의 명칭에 대해서는 화기를 누르기 위해 수신을 상징한다는 설과 인조반정과 관련되었다는 설이 있다. 원래 국사제는 조선시대 대표적인 지방 관행제 중 하나였으나, 운곡2리 국사제는 동제로서의 명맥만 유지하고 있다. 다만 국사제는 244개 지자체 중 2개 마을에서만 행해진다는 점에서 의미가 있다. 운곡2리 마을은 2014년 희망마을 공모사업에 선정된 바 있다.",,https://ncms.nculture.org/faith/story/7112,충청북도,괴산군,충청북도 괴산군 청안면 운곡2리 안장압,36.74364444,127.7087601,20210719,"국사당, 국사제, 괴산 좌구산, 조선시대 지방 관행",20230630,text,,N,text
7138,그림 - 삶의 변화양상을 반영해 간소해진 괴산 고성리 성암마을 산신제와 서낭제,생활문화,마을신앙,생활과 민속,민속,지역을 대표하는 마을신앙,충청북도의 마을신앙,"충청북도 괴산군 청천면 고성리 성암 마을에서는 매년 음력 정월 14일 저녁에 산신제와 서낭제를 지내고 있다. 마을 주민들은 산제사를 지내기 위해 한겨울에 도명산을 오르기 힘들어지자 마을 뒤로 산제당을 옮겨놓았다. 서낭제당은 마을 입구에 있으며 이곳에는 신목과 돌탑, 선돌, 장승 등이 서 있다. 산신제와 서낭제를 지낼 때 올리는 제물에 약간의 차이가 있으며, 유교식 제례로 간소하게 지낸다.",,https://ncms.nculture.org/faith/story/7138,충청북도,괴산군,충청북도 괴산군 청천면 고성리,36.65579832,127.7882244,20210724,"도명산, 괴산 고성리, 성암 산신제, 성암 서낭제",20230630,text,,N,text
6148,그림 - 화기를 막기 위해 판 연못이 있는 안동 고성이씨 탑동파 종택,생활문화,한국의 가옥,생활과 민속,생활,경상도의 가옥,반가(양반집),"경상북도 안동시 법흥리에 위치한 고성이씨(固城李氏) 종가이다. 조선 숙종 대에 좌승지 이후직(李後稙, 1635~1765)이 안채를 짓고, 그의 손자 이원미가 사랑채를 완성하고, 대청을 건립했다. 영남산 동쪽 기슭에 동서로 길게 자리하고 있는데, 사랑마당 전면에 방형의 연못이 크게 자리하고, 그 좌측에는 별당인 영모당(永慕堂)이, 북쪽에는 사랑채(정우재)와 안채가 연이어 위치한다. 안채 뒤로는 사당이 남동향으로 배치되어 있다. 고택의  담장 건너에 통일신라시대 칠층전탑(국보 16호)이 있어 전통적인 아름다움이 부각된다. 사랑채와 사당을 제외한 모든 건물이 맞배형 지붕으로 단아한 느낌을 준다.",,https://ncms.nculture.org/house/story/6148,경상북도,안동시,경상북도 안동시 임청각길 103,36.56639665,128.7465629,20200908,"고성이씨, 탑동파 종택, 양반집, 안동시, ㅁ자형구조, 누각, 영모당, 연못",20230630,text,전통가옥,N,text
6198,그림 - 개재마을(현촌)의 서낭당제,생활문화,지역설화,"구비전승,어문학",어문학,경상도·대구·부산 지역의 전설,,게재마을(현촌)은 지금부터 약 500년 전에 처음 진양 강씨 7가구가 들어와 살면서 마을이 형성되었다. 그 후로 신씨，반씨가 들어와서 현재는 37호가 살고 있는 작은 마을로 해발 약 300m의 고지대에 위치하며 주로 농업을 위주로 생활하고 있다. 마을 사람들이 장수하고 마을이 융성하게 된 이야기가 마을의 노인들에게 구전(口傳)되고 있다.,,https://ncms.nculture.org/traditional-stories/story/6198,경상남도,남해군,경남 남해군 서면 정포로 8,34.87224793,127.85994,20200909,"개채마을, 서낭당제, 장수",20230630,text,,N,text
6206,그림 - 이성계와 관련한 지명,생활문화,지역설화,"구비전승,어문학",어문학,전라도·광주 지역의 전설,,"이성계가 경상도 쪽에서 장수 쪽으로 아침에 재를 넘었다고 해서 ‘아침재’라고 했고, 이성계가 ‘상이암’에서 도를 닦은 곳이라고 하여 ‘성수산’이며, 구신이라는 곳에서 신하를 얻었다 해서 ‘구신리’이다. 연북리에는 ‘충목정’이라는 ‘충목’은 왜구가 침입할 때 느티나무가 북쪽을 향해 쓰러졌다 해서 ‘충목’이 되었고, 이 이름을 따서 ‘충목정’이라는 이야기이다.",,https://ncms.nculture.org/traditional-stories/story/6206,전라북도,전주시,전라북도 전주시 완산구 색장동,35.7993902,127.1955183,20200910,"이성계, 아침재, 성수산, 구신리, 충목, 충목정",20230630,text,역사/인물,N,text
6207,그림 - 금강산 중과 내기한 김삿갓,생활문화,지역설화,"구비전승,어문학",어문학,전라도·광주 지역의 전설,,"김삿갓은 우리나라 최고의 시인이라고 불리는 전무후무한 시인이다. 김삿갓은 금강산 중이 글을 잘 짓는다는 이야기를 듣고, 그곳을 찾아가서 중과 글 짓는 내기를 하였다. 그런데 중이 낸 시구에 김삿갓이 대구를못 해 위험에 처해 있었는데, 어디선가 바람결에 중을 이길 시구를 가르쳐주어 위기를 모면하게 되며, 그 중은 다름 아닌 천년 묵은 여우가 둔갑한 것이라는 이야기이다.",,https://ncms.nculture.org/traditional-stories/story/6207,전라북도,전주시,전북 전주시 완산구 중인1길 138-28,35.76690885,127.091088,20200910,"김삿갓, 중, 금강산",20230630,text,,N,text
6222,그림 - 고을 원님 된 하인,생활문화,지역설화,"구비전승,어문학",어문학,전라도·광주 지역의 전설,,옛날에 원님 밑에 늙은 하인이 있었다. 원님은 죽기 전에 하인에게 고을 원님 자리를 하나 주겠다는 약조를 하였다. 그런데 그 원님이 나이를 많이 먹어서 다 죽게 되었는데도 하인에게 골살이를 준다는 말을 하지 않았다. 그래서 늙은 하인은 목침으로 원님을 목을 쳐 지혜를 발휘했다. 그래서 늙은 하인은 원님의 가족들로부터 고을 원님 자리를 받아냈다는 이야기이다.,,https://ncms.nculture.org/traditional-stories/story/6222,전라북도,전주시,전북 전주시 완산구 중인1길 138-28,35.76690885,127.091088,20200911,"원님, 골살이, 하인",20230630,text,역사/인물,N,text
6238,그림 - 점쟁이 자손 중에 점쟁이가 나오는 이유,생활문화,지역설화,"구비전승,어문학",어문학,서울·경기도·인천 지역의 전설,,점쟁이 자손 중에 점쟁이가 또 나오는 이유는 잘못된 조상의 묘가 많으면 신(神)이 들리기 때문이다. 자손들이 잘못된 조상을 편히 모셔 주지 않으니 그 귀신은 무속인의 자손들에게도 계속 따라다니다가 기회가 주어지면 그 자손들에게 해를 끼친단다. 무속인 자손 중에 무속인이 또 나오게 되는 이유가 바로 이 때문이다.,,https://ncms.nculture.org/traditional-stories/story/6238,서울특별시,중구,서울특별시 중구 소공동,37.56389977,126.979794,20200914,"점쟁이, 묘, 조상, 한",20230630,text,,N,text
6245,그림 - 바보총각 장가들기,생활문화,지역설화,"구비전승,어문학",어문학,서울·경기도·인천 지역의 전설,,"옛날에 어떤 바보 총각이 있었는데, 그 총각이 인제 장가를 들어 색시집으로 가게 되었지만 색시집을 찾을 수가 없었다. 바보총각이 색시집을 찾아가는 길을 우스꽝스러운 에피소드로 사람들에게 웃음을 주는 바보 총각 이야기가 전해지고 있다.",,https://ncms.nculture.org/traditional-stories/story/6245,서울특별시,중구,서울특별시 중구 광희동,37.56443118,127.0050527,20200914,"바보총각, 장가, 색시집",20230630,text,,N,text
6263,그림 - 원님밥상 동학민요,생활문화,지역설화,"구비전승,어문학",어문학,전라도·광주 지역의 전설,,"장흥 회진 덕도 신상리에 살았던 한승원 선생이 어머니에게서 들었다는 노랫말 이야기다. ‘벽사 원님밥상에는 콩잎 반찬이 12가지요, 만호 원님 밥상에는 감태 반찬이 12가지라’는 내뇽이 그것, 이 노랫말이 나오게 된 계기는 장흥에 장흥부사, 벽사찰방, 회진만호 이렇게 세 권력자가 살고 있어서 백성들을 수탈했기 때문에, 유독 장흥 동학이 성할 수밖에 없었고, 그것이 석대들 전투로 이어졌다는 이야기다.",,https://ncms.nculture.org/traditional-stories/story/6263,전라남도,장흥군,전남 장흥군 회진면 회진로 905,34.48760137,126.9672192,20200916,"원님밥상, 동학민요, 신상마을",20230630,text,역사/인물; 노동/민요,N,text
6291,그림 - 짐승 말을 알아듣는 아이,생활문화,지역설화,"구비전승,어문학",어문학,전라도·광주 지역의 전설,,"옛날에 짐승의 말을 알아듣는 아이가 있었다. 하루는 골짜기를 지나가는데 원숭이 세 마리가 다투는 소리를 들었다. 아이는 그 다툼에 대해 판결을 해주어 원숭이에게 보물을 얻었다. 그날 아이가 길을 가다가 나라의 공주가 비단을 잃었으니 그것을 찾아오는 사람을 사위로 삼겠다는 방을 보게 되었다. 아이는 원숭이가 준 보물로 비단을 찾았고, 임금은 그 아이를 사위로 삼아 행복하게 살았다.",,https://ncms.nculture.org/traditional-stories/story/6291,전라북도,장수군,전북 장수군 장계면 대곡리,35.67210358,127.6247148,20200917,"장계면, 대곡리, 성곡마을",20230630,text,,N,text
6304,"그림 - 국내 최초 자동양수기의 설계도, 전남 화순 자승차 도해도",역사문화유산,한국의 기록문화,문화유산,기타,전라도 광주의 기록문화,종이자료,"전라남도 화순군 이서면 야사리 규남박물관에는 하백원(河百源)이 그린 ?자승차 도해도(自乘車圖解圖)가 소장되어 있다. ‘자승차’는 ‘물을 끌어 올리는 기계’로, 자승차의 각 부분과 조립 방식 등이 알아보기 쉽게 그려져 있다. 하백원은 농민들이 가뭄에 대비할 수 있기를 바라는 마음에서 자승차를 발명하였다. 당시에 실제 제작되어 사용되지는 못했지만 2005년 국립중앙과학관 과학기술사팀이 복원에 성공하여 재현된 자승차 모형이 규남박물관에 전시되어 있다.",,https://ncms.nculture.org/archival/story/6304,전라남도,화순군,전라남도 화순군 이서면 야사리 164,35.11002291,127.0800457,20200917,"규남, 하백원, 규남박물관, 실학마을",20230630,text,,N,text
6353,그림 - 이성계의 꿈,생활문화,지역설화,"구비전승,어문학",어문학,서울·경기도·인천 지역의 전설,,옛사람들은 귀인의 꿈을 해석할 때는 어쨌든 좋게 해석하였고 큰 뜻을 품은 사람들은 여러 가지 말들을 만들어 내려 민심을 끌었다. 이성계의 꿈을 해석한 데도 이런 점이 깃들어 있다. 이성계는 대담하고 용감한 장수였으나 늘 꿈이야기를 하고는 그 꿈을 해몽하라고 하였다. 이성계의 꿈은 주로 무학이 해석하였다. 이성계의 꿈이야기가 책을 통해 전해져 내려오고 있다.,,https://ncms.nculture.org/traditional-stories/story/6353,서울특별시,중구,서울 중구 삼일대로 363,37.56715654,126.9870523,20230101,"이성계, 꿈, 무학대사, 해몽",20230930,text,역사/인물,N,text
6365,그림 - 승천못한 용이 사는 용소,생활문화,지역설화,"구비전승,어문학",어문학,전라도·광주 지역의 전설,,순창 쌍치면 고당산에서 발원되는 물이 굽이굽이 돌아서 흘러내려 임실 백년산에서 발원하는 물과 합류하여 남쪽으로 흐르는 물을 섬진강이라 한다. 이 물이 순창 풍산면 옥출산이 머무른 곳과 남원 대강면과 경계하고 있는 곳을 용소 또는 용연이라고 한다. 이 용소는 깊이도 깊고 길이도 길어서 풍산면 용내리에서 있었던 용혈암과도 연관되어 승천하지 못한 용이 때를 기다린다는 이야기가 전해지고 있다.,,https://ncms.nculture.org/traditional-stories/story/6365,전라북도,순창군,전라북도 순창군 풍산면 용내리,35.33919461,127.1506767,20230101,"승천, 용소, 용",20230930,text,생활/문화,N,text
6368,그림 - 강천용소와 노총각,생활문화,지역설화,"구비전승,어문학",어문학,전라도·광주 지역의 전설,,옛날에는 강천산 입구에서 팔덕의 서북방 구림면으로 흘렀을 뿐 이곳은 실개천 하나없는 삭막한 벌판이었던 이곳에서 동쪽을 약 7km떨어진 순창읍 교성리 마을터에 한 노총각이 홀어머니와 함께 근근이 생계를 이어가고 있었다. 그는 인간세계로 쫓겨난 암용을 도와줘서 아름다운 여인을 얻어 행복하게 살았다는 전설이 내려오고 있다.,,https://ncms.nculture.org/traditional-stories/story/6368,전라북도,순창군,전북 순창군 팔덕면 청계리 1043,35.40790869,127.0654499,20230101,"강천용소, 노총각, 암용",20230930,text,생활/문화,N,text
6387,그림 - 세종 때 설치되어 고종 때 폐지된 신안 상태도돈대,역사문화유산,한국의 관방문화,문화유산,건축유적,전라남도 관방유적,돈대,상태도돈대(上苔島墩臺)는 전남 신안군 신의면 상태서리 산 85-1번지 성산(城山)에 있다. 세종 20년에 설치했다가 고종 32년에 돈대가 더 필요하지 않아 폐지하였다. 돈대는 주변 관측이 쉽도록 평지보다 높은 평평한 땅에 설치한 소규모 군사 기지로 봉화가 딸린 곳도 있다. 상태도돈대는 섬으로 들어오는 왜구 등의 침략을 방어하기 위해서 설치되었다. 당시 전라우수영 남도진(南桃鎭)에서 관장하던 9개 돈대 가운데 하나이다.,,https://ncms.nculture.org/fortress/story/6387,전라남도,신안군,전라남도 신안군 신의면 상태서리 산85-1,34.60153909,126.0798117,20230101,"상태도돈대, 남돋진",20230930,text,,N,text
