DATA_MANAGE_NO,DATA_TITLE_NM,THEME_NM,LWPRT_THEME_NM,CL_NM,LWPRT_CL_NM,SBJT_NM,MIDDL_SBJT_NM,SUMRY_CN,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,CTLSTT_LA,CTLSTT_LO,REGIST_DE,CORE_KWRD_CN,OPN_DE,media_type,REFINED_KWRD_CN,IS_STORY,media_subtype
6436,그림 - 폭풍을 이긴 안동포의 도사공,생활문화,지역설화,"구비전승,어문학",어문학,서울·경기도·인천 지역의 전설,,"조선 중기 때 검단의 안동포 포구에서 작은 배를 부리던 김호라는 선주 겸 도사공이 있었다. 선주는 자기 몫에서 떼어 가난한 동사들에게 더 주기도 하였다. 김도사공은 하늘을 올려다보고는 폭풍이 올걸 예상했다. 그러나 요동치는 배에서 내리면 배를 살릴 수 없다는 것을 느꼈다. 그래서 안간힘을 쓰며 배를 살리기 위해 버텼고, 그 옆을 박영좌가 함께했다. 폭풍으로 인하여 여러 배가 부서져 그 해 가을에서 다음 해 가을까지, 안동포에서 고기잡이에 나선 배는 그들의 배 한 척뿐이었다. 두 사람은 죽은 뒤 오랜 세월이 지나도 사람들은 그들을 기억하며 마음이 착해 복을 받았다고 하였다.",,https://ncms.nculture.org/traditional-stories/story/6436,인천광역시,서구,인천 서구 왕길동,37.59122167,126.6506665,20230101,"안동포, 도사공",20230930,text,,N,text
6441,그림 - 서곶과 검단의 봉수대,생활문화,지역설화,"구비전승,어문학",어문학,서울·경기도·인천 지역의 전설,,"서곶과 검단에는 세 곳의 봉수대가 남아 있다. 하나는 가정동 봉오재 마을 앞 축곶산 봉수이고 하나는 오류동의 봉화촌 백석산 봉수이며, 마지막은 경서동의 반도 돌출부 범머리산에 있었다는 봉수이다. 가정동 축곶산의 봉수대는 세종 5년에 설치하여 471년간 사용하였다. 백석산의 봉수대가 있던 곳을 봉화둑이라고 불렀는데 지금은 흔적조차 사라졌다고 한다. 범머리산의 봉수는 병인양요 이후 이양선의 출몰을 관측하는 봉수대가 있었다고 한다. 비록 흔적은 남아있지 않지만 봉수가 있었던 것이 확실하다고 경서동의 원로들은 말한다.",,https://ncms.nculture.org/traditional-stories/story/6441,인천광역시,서구,인천 서구 오류동 산 56-8,37.59794277,126.6327708,20230101,"서곶, 검단, 봉수대",20230930,text,,N,text
6447,그림 - 걸출한 서예가 류희강,생활문화,지역문화예술인,종교와 문화,문화예술,미술,,서곶이 낳은 걸출한 서예가 검여 류희강은 1911년 시시내마을(현재의 시천동)에서 출생하였다. 류희강은 중국으로 건너가 서양화와 서예 그리고 금석문을 공부했다. 광복 직후 귀국한 그는 인천으로 돌아와 인천 예술인협회를 중심으로 활동하였다. 그러던 중 류희강은 후유증으로 뇌출혈에 걸려 오른손이 마비되어 붓을 다시 잡을 수 없게 되었다. 그러나 그는 왼손으로 붓을 들어 좌수전을 열기도 했었다. 그는 사찰에 글씨를 남기기도 했었는데 특히 수원 용주사 사문에 걸려있는 편액은 결체가 단정하고 필치가 주경하다고 평가되고 있다.,,https://ncms.nculture.org/local-artist/story/6447,인천광역시,서구,인천광역시 서구 시천동 59-1,37.57069234,126.6881096,20230101,"인천, 좌수전, 서예",20230930,text,,N,text
6449,그림 - 강릉 이씨 가문의 농지 경영을 기록한 선교장 추수기,역사문화유산,한국의 기록문화,문화유산,기타,강원도의 기록문화,종이자료,"『선교장 추수기』는 강릉 사대부 가문인 선교장에서 농지 경영에 관한 정보를 기록한 문서이다. 선교장 이씨 가문은 강원도 일대에 많은 토지를 소유하고 있었는데, 농민들에게 땅을 대여해 주면서 농지를 경영했다. 『선교장 추수기』에는 대여해 준 토지의 면적, 수확량, 농지 경영에 필요한 자금, 수확 비용 등이 자세하게 기록되어 있다. 조선 후기 양반 지주층이 소유한 농지 규모 및 농지 경영 방식을 파악하는데 도움이 되는 기록물이다.",,https://ncms.nculture.org/archival/story/6449,강원특별자치도,강릉시,강원도 강릉시 운정길 63,37.7872994,128.8845418,20230101,"고택, 선교장, 이내번, 추수기",20230930,text,,N,text
6483,그림 - 박문수와 유성객사,생활문화,지역설화,"구비전승,어문학",어문학,충청도·대전·세종시 지역의 전설,,박문수는 과거에 급제한 후로 영조의 신임을 독차지하였다. 그 결과로 영조는 박문수를 영남 감진어사로 내보내었다. 어느 날 박문수는 여러 곳을 거쳐 대구에 갈 계획이었다. 박문수는 유성에 있는 아버지와 할아버지의 묘를 들리기 위해 발길을 유성으로 돌렸다. 이를 알게 된 유성현감이 박문수를 맞이하며 자신의 사랑채에 묵게 하려고 했으나 박문수는 객사에서 묵겠다고 했다. 그러자 유성현감은 객사에 묵는 관리들이 변을 당했었다는 얘기를 했다. 이후 박문수는 대담하게 객사에서 묵기로 결심한다. 밤이 되고 이상한 기척이 들어 눈을 떠보니 천장에서 무언가가 다리처럼 내려오는 것이었다. 날이 밝고 확인해보니 천장에서 내려왔던 것은 엽전이 가득 들어있는 자루였다.,,https://ncms.nculture.org/traditional-stories/story/6483,대전광역시,유성구,대전광역시 유성구 구암동,36.35193859,127.3236799,20230101,"박문수, 유성객사, 유성현감",20230930,text,,N,text
6485,그림 - 유성온천,생활문화,지역설화,"구비전승,어문학",어문학,충청도·대전·세종시 지역의 전설,,"백제 말엽에 홀어머니를 모시고 사는 젊은이가 있었다. 그는 가난한 집에서 태어났으나 행실이 바르고 효심이 지극했다. 당시 백제는 더 많은 군사를 양성하기 위해 나라의 젊은이들을 모두 군대로 끌어들였다. 그래서 젊은이도 마침내 군대에 나가게 되었다. 어머니는 아들이 살아서 돌아오도록 매일 정화수를 떠놓고 빌었다. 그러던 어느 날 어머니는 백제가 망했다는 소문을 듣게 되었고, 아들이 살아서 돌아오기를 기다렸다. 어느 겨울날 아들은 돌아왔는데 몸을 제대로 가누지 못했다. 아들을 간호하던 어머니는 학 한 마리가 웅덩이에서 상처가 낫는 것을 보고 아들을 들어가게 하여 치료를 받게 했고, 아들은 곧 회복할 수 있었다.",,https://ncms.nculture.org/traditional-stories/story/6485,대전광역시,유성구,대전 유성구 봉명동 443-9,36.35622851,127.3390308,20230101,"유성온천, 유성",20230930,text,자연/약수,N,text
6487,그림 - 송씨 열녀비,생활문화,지역설화,"구비전승,어문학",어문학,충청도·대전·세종시 지역의 전설,,"성북동 마을에 천성이 부지런한 여철영이라는 사람이 살고 있었다. 그런데 여철영은 결혼을 못하고 있었다. 그러던 어느 날 이웃 마을에 사는 송씨 집안에서 중매가 들어왔고, 혼사가 단번에 이루어졌다. 다 사람은 정답게 살아가는 한 쌍의 부부가 되었다. 그러나 얼마 지나지 않아 남편 여씨가 세상을 뜨고 말았고, 이후 남편의 뒤를 따르기 위하여 송씨는 목을 메었다. 그런데 얼마 후 여씨가 눈을 뜨게 되었고, 여씨는 아내의 무덤을 양지쪽에 마련했다.",,https://ncms.nculture.org/traditional-stories/story/6487,대전광역시,유성구,대전광역시 유성구 성북동 산15-1,36.30725462,127.2958032,20230101,"은진송씨, 은진송씨열녀비정려",20230930,text,역사/인물,N,text
6499,그림 - 원님의 판단,생활문화,지역설화,"구비전승,어문학",어문학,충청도·대전·세종시 지역의 전설,,"옛날에 판가름을 아주 잘하는 원님이 한 분 있었다. 하루는 원님으로서도 해결하기 어려운 문제가 들어왔다. 옹기장수가 회오리바람에 지게가 쓰러져서 옹기가 모두 깨졌는데, 옹기 값을 변상하도록 해달라는 것이었다. 원님은 딱한 사정을 듣고 해결해 주고 싶었다. 그러나 좀처럼 해결할 방법이 생각나지 않았다. 원님은 한참 생각한 끝에 동쪽으로 가는 배의 사공 두목과 서쪽으로 가는 배의 사공 두목을 불러들였다. 이후 원님은 사공들끼리 서로 바람이 불게 만들어 옹기 짐이 쓰러진 것이라고 말하였다. 그래서 할 수 없이 뱃사공들은 옹기 값을 물어주었다.",,https://ncms.nculture.org/traditional-stories/story/6499,대전광역시,유성구,대전광역시 유성구 송강동,36.43072797,127.3816305,20230101,"원님, 뱃사공, 옹기장수",20230930,text,역사/인물,N,text
6500,그림 - 원숭이 재판,생활문화,지역설화,"구비전승,어문학",어문학,충청도·대전·세종시 지역의 전설,,"어느 날 개와 여우가 마주쳤고, 둘이 같이 고깃덩어리를 발견하고 언덕으로 뛰어 내려갔다. 둘은 서로 고깃덩어리를 독차지하려고 했다. 그래서 돌산에 살고있는 원숭이에게 가서 판단을 내려달라고 했다. 원숭이는 고깃덩어리를 바라보다가 고기를 공평하게 나누어 주겠다고 했다. 그러나 원숭이는 고기를 떼는 척하면서 결국엔 고기를 모두 베어 먹어버렸다. 그래서 개와 여우는 돌아가는 수밖에 없었다.",,https://ncms.nculture.org/traditional-stories/story/6500,대전광역시,유성구,대전광역시 유성구 봉산동,36.44755279,127.3843988,20230101,"원숭이, 개, 여우, 고깃덩어리",20230930,text,,N,text
6519,그림 - 어민들의 소망을 기원했던 강원 삼척의 양야산 봉수,역사문화유산,한국의 관방문화,문화유산,건축유적,강원도 관방유적,봉수,"양야산 봉수는 강원도 삼척시 근덕면 덕산리에 소재한 양야산에 있다. 이 봉수는 고려말에서 조선 초에 축조된 것으로 추정하며, 남쪽으로 초곡산 봉수와 북쪽으로는 광진산 봉수를 연결하였다. 양야산 봉수는 신호를 연결하던 통신 수단이자 적의 침입을 알리는 경보 수단으로 기능했고, 봉수제의 폐지와 함께 본래의 기능은 상실한 채 방치되었다. 그러나 지금은 어민들의 소망을 기원하는 제의의 공간으로 기능하고 있다.",,https://ncms.nculture.org/fortress/story/6519,강원특별자치도,삼척시,강원도 삼척시 근덕면 덕산리 산11-1,37.37953323,129.2510318,20230101,"양야산, 봉할머니산, 봉할머니당, 남애포, 덕산항, 풍어제",20230930,text,,N,text
6522,그림 - 천제당을 모신 강원 삼척의 가곡산 봉수,역사문화유산,한국의 관방문화,문화유산,건축유적,강원도 관방유적,봉수,"가곡산 봉수는 강원도 삼척시 원덕읍 월천리에 소재한 가곡산에 있다. 이 봉수는 고려말에서 조선 초에 축조된 것으로 추정되며, 남쪽으로 울진 항출도산 봉수와 북쪽으로는 임원산 봉수와 연결된다. 가곡산 정상에는 봉수를 쌓았던 돌들이 흩어져 있으며, 북쪽에는 탑처럼 쌓아 올린 돌무더기가 있다. 이 돌무더기를 월천리 주민들은 ‘천제당(天祭堂)’이라 부른다. 지금도 월천리에서는 매년 정월 대보름이 되면 천제당에 모여 마을의 평안과 풍요를 기원하는 마을 제사를 지내고 있다.",,https://ncms.nculture.org/fortress/story/6522,강원특별자치도,삼척시,강원도 삼척시 원덕읍 월천리 산 104-3,37.15592209,129.3569075,20230101,"가곡산 봉수, 임원산 봉수, 천제당, 성황사, 삼척",20230930,text,,N,text
6523,그림 - 해넘이 장소로 유명한 전북 부안의 월고리 봉수,역사문화유산,한국의 관방문화,문화유산,건축유적,전라북도 관방유적,봉수,"월고리 봉수는 전라북도 부안군 변산면 격포리에 소재한 봉화산 정상에 있다. 이 봉수는 고려 말에 축조된 것으로 추정하며, 남동쪽에 있는 고창 소응포 봉수에서 신호를 받아 북동쪽에 있는 점방산 봉수로 연결했던 봉수였다. 현재 봉화산 정상에는 연대 한 개만 복원되어 있고, 월고리 봉수의 옛 모습은 강세황의 격포유람기에서 확인할 수 있다.",,https://ncms.nculture.org/fortress/story/6523,전라북도,부안군,전라북도 부안군 변산면 격포리 산72,35.61380791,126.4667195,20230101,"격포리 봉화산, 월고리 봉수, 고창 소응포 봉수, 점방산 봉수, 강세황, 격포유람기, 변산마실길, 해넘이 솔섬길",20230930,text,역사/인물,N,text
6525,그림 - 선비와 스님,생활문화,지역설화,"구비전승,어문학",어문학,충청도·대전·세종시 지역의 전설,,"과거를 보러 길을 떠나던 선비는 잠시 바위에 앉아 쉬다가 물컹한 것을 만지게 되었다. 그것은 호랑이의 꼬리였다. 선비는 호랑이가 자신을 보면 큰일이라고 생각하여 호랑이의 꼬리를 힘껏 잡고 있었다. 때마침 삿갓을 쓴 중이 걸어오고 있었고, 선비는 중에게 도움을 요청했다. 그러나 중은 선비의 요청을 거절했고 중은 하는 수 없이 호랑이의 꼬리를 대신 잡게 되었다. 그때 선비는 짐을 둘러메고 떠나려고 했고, 중은 계속해서 호랑이의 꼬리를 잡고 있을 수밖에 없었다.",,https://ncms.nculture.org/traditional-stories/story/6525,대전광역시,유성구,대전광역시 유성구 덕진동,36.42361548,127.368014,20230101,"선비, 스님, 호랑이꼬리",20230930,text,역사/인물,N,text
6548,그림 - 망우당 곽재우와 대호,생활문화,지역설화,"구비전승,어문학",어문학,경상도·대구·부산 지역의 전설,,"홍의장군 곽재우가 약관시절을 울진군 원남면 금매리 방어사골에 살고 있을 때의 이야기다. 어느 날 곽재우가 화장실에서 용무를 보고 있을 때 그 옆을 대호(大虎)가 지나갔고, 그 대호는 굴속으로 들어가고 곽재우는 지금의 울진군 원남면 매화천 부근의 장평마을 근처로 들어갔다. 마을에서 불이 켜진 집으로 찾아가니 그 집엔 포수와 소녀가 함께 살고 있었다. 곽재우와 포수는 합심해서 호랑이를 처치할 수 있었고, 포수는 소녀의 장래를 곽재우에게 맡겼다.",,https://ncms.nculture.org/traditional-stories/story/6548,경상북도,울진군,경상북도 울진군 매화면 금매리,36.93313032,129.3930775,20230101,"망우당, 곽재우, 대호",20230930,text,,N,text
6597,그림 - 1000미터가 넘는 산중에 은거한 합천 묘산 묵와 고가,생활문화,한국의 가옥,생활과 민속,생활,경상도의 가옥,반가(양반집),"경상북도 합천군 묘산면 화양리에 위치한 조선중기 양반사대부 가옥이다. 화양리는 가야산 줄기인 달윤산 자락의 산골로, 정쟁(政爭)과 전란의 화(禍)를 피하기 위해 여러 인물들이 이주해왔다. 묘산으로 처음 이주해 온 입향조는 윤장으로, 1453년 계유정난의 화를 피해 이곳으로 이주했다. 윤장이 터를 잡고 그의 손자인 묵와(默窩) 윤사성(尹思晟, 1557~1619)이 건립하였으며, 그의 10대손인 독립운동가 만송(晩松) 윤중수(尹中洙, 1891~1931)가 살던 집이다. 묵와고가(?窩古家)라는 편액처럼 고요한 옛집이다. 600평의 넓은 대지 위에 100칸에 이르는 큰 고택이었으나 지금은 대문간, 사랑채, 안채, 중문채, 중문행랑채, 사당채만이 남아 있다. 사랑채의 누마루는 양반사대부의 권위와 품격을 보여 주며, 짜임새있는 건물배치가 돋보인다.",,https://ncms.nculture.org/house/story/6597,경상남도,합천군,경상남도 합천군 묘산면 화양안성길 150-6,35.67910438,128.1309553,20230101,"파평윤씨, 묘산 묵와 고가, 합천군, 대저택",20231230,text,,N,text
6611,그림 - 중국 장수 때문에 이름이 생긴 전라북도 군산시의 어청도,생활문화,지명유래,"구비전승,어문학",지명유래,전라북도 지역의 지명유래,,"전라북도 군산시 옥도면에 어청도(於靑島)라는 섬이 소재한다. 기원전 202년, 한나라의 고조가 항우(項羽)를 물리치고 중국을 통일하자, 항우의 재상이었던 전횡(田橫)이 군사 500명을 이끌고 망명길에 올랐다. 돛단배를 타고 서해를 목적지 없이 떠다니던 전횡 일행은 안개 때문에 푸른 산[섬] 한 개와 갑자기 마주치게 되었다. 전횡은 그 산 앞에 배를 멈추게 하고는 앞에 보이는 섬을 푸를 ‘청(靑)’자를 써서 ‘어청도’라 이름 지었다고 한다.",,https://ncms.nculture.org/origin-of-place-names/story/6611,전라북도,군산시,전북 군산시 옥도면 어청도리 387-9,36.11644348,125.983255,20230101,"전라북도, 군산시, 어청도, 고군산군도, 전횡, 설화, 전설, 지명유래",20231230,text,이야기/설화,Y,story
6623,그림 - 경솔함을 경계해 세 번 움직이는 전라남도 영암의 삼동석,생활문화,지명유래,"구비전승,어문학",지명유래,전라남도 지역의 지명유래,,"전라남도 영암군 영암읍에 월출산이 소재해 있다. 월출산 구정봉 정상 암반을 ‘신령암(神靈岩)’ 또는 ‘삼동석(三動石)’이라 부른다. 영암군 구림마을로 유배를 온 한 장군의 유복자로 태어난 동차진이라는 사람이 있었다. 그는 비범한 능력을 가지고 있어서 금강산으로 들어가 10년 동안 무술을 배웠다. 북쪽에서 오랑캐가 침입했을 때, 도술을 사용해 물리치자, 옥황상제의 노여움으로 죽게 되었다. 그 후 동차진은 구정봉에 오른 사람들에게 경솔함을 경계하기 위해 신령암을 세 번 움직이게 했다고 한다.",,https://ncms.nculture.org/origin-of-place-names/story/6623,전라남도,영암군,전남 강진군 성전면 월하리 산 141,34.74747777,126.6770703,20230101,"전라남도, 영암군, 구정봉, 신령암, 월출산, 설화, 전설, 지명유래",20231230,text,이야기/설화,Y,story
6627,그림 - 원수처럼 지내던 정승이 예를 갖춘 전라남도 구례,생활문화,지명유래,"구비전승,어문학",지명유래,전라남도 지역의 지명유래,,"전라남도 ‘구례군(求禮郡)’의 옛 지명은 ‘봉성(鳳城)’이었다. 구례군 구례읍 뒷산의 지형이 봉황과 닮았다고 해서 생긴 지명이다. 백제시대에 사이가 좋지 않던 두 정승이 살고 있었다. 이들 정승은 만나기만 하면 싸웠다. 그러던 중 한 정승이 먼저 벼슬길에서 물러나 구례에서 은거 생활을 하였다. 그리고 다른 정승도 벼슬길에서 물러나 노년 생활을 할 거주지를 찾아 나섰다. 그러다가 구례에서 두 정승은 만나게 되고, 두 정승이 구례에서 함께 머물기로 결정하였다. 두 정승의 이야기를 들은 백제의 왕은 ‘원수가 서로 예를 찾은 곳’이라는 의미로 ‘구차례(求次禮)’라는 지명을 지어주었다고 한다.",,https://ncms.nculture.org/origin-of-place-names/story/6627,전라남도,구례군,전라남도 구례군 구례읍 봉성로 1,35.20251985,127.4626906,20230101,"전라남도, 구례군, 봉성, 구차례, 백제, 설화, 전설, 지명유래",20231230,text,이야기/설화,Y,story
6628,그림 - 충렬왕이 후궁에게 하사한 전라남도 영암의 나불도,생활문화,지명유래,"구비전승,어문학",지명유래,전라남도 지역의 지명유래,,"전라남도 영암군 삼호읍에 ‘나불도(羅佛島)’ 또는 ‘나발섬’이라 불리는 섬이 있었다. 섬의 지형이 나발(놋쇠로 긴 대롱같이 만든 악기)처럼 생긴 것에서 비롯되었다고 하며, 아라한(阿羅漢)과 부처가 영산강을 건너 들어간 섬이라고 해서 아라한의 ‘라’와 부처[佛]를 줄여 나불도(羅佛島)라 했다고 한다. 한편 나불도는 고려 충렬왕이 후궁에게 하사한 섬이라는 유래가 전해진다.",,https://ncms.nculture.org/origin-of-place-names/story/6628,전라남도,영암군,전라남도 영암군 삼호읍 나불리,34.7708612,126.4491821,20230101,"전라남도, 영암군, 나불도, 나발섬, 갓바위, 설화, 전설, 지명유래",20231230,text,이야기/설화,Y,story
6632,그림 - 호랑이가 잡아 준 뫼터,생활문화,지역설화,"구비전승,어문학",어문학,경상도·대구·부산 지역의 전설,,경상북도 녹전면에서 남쪽으로 약 1킬로미터 떨어진 곳에 호암 마을이 있다. 이곳에서 비록 가난하지만 효심 깊은 아들과 노부부가 살고 있었다. 할아버지는 나이가 많아 병석에 눕게 되고 아들이 약을 구하러가는 사이에 돌아가시게된다. 약을 구하는 과정에서 아들은 호랑이를 도와주게 되는데 그 호랑이는 은혜를 갚기 위해 좋은 뫼자리를 알려주었다.,,https://ncms.nculture.org/traditional-stories/story/6632,경상북도,안동시,경상북도 안동시 녹전면,36.74291152,128.7736685,20230101,"호랑이, 뫼터, 은혜, 효자, 약",20231230,text,생활/문화,N,text
6647,그림 - 용의 승천을 위하여 만든 저수지,생활문화,지역설화,"구비전승,어문학",어문학,경상도·대구·부산 지역의 전설,,"경상북도 안동시 임하면 임하1리 남쪽 산 밑에는 저수지 하나가 있다. 이 저수지를 만들기 전의 자리에는 웅덩이 하나가 있었다. 이 저수지 부근에 큰 뱀이 있었는데, 어떤 사람이 이 뱀을 잡았더니 그 후로 흉년이 들었다. 그래서 마을 사람들은 이 뱀과 사람이 죽은 자리에서 크게 제사를 지내고, 남아 있는 한 마리의 용이 승천하기 쉽도록 조그마한 저수지를 쌓았다. 그 뒤부터 마을에는 계속 풍년이 들었다고 한다.",,https://ncms.nculture.org/traditional-stories/story/6647,경상북도,안동시,경상북도 안동시 임하면 임하1리,36.53718451,128.8814487,20230101,"용, 뱀, 저수지, 제사",20231230,text,생활/문화; 민속/의례,N,text
6649,그림 - 도깨비가 잡아준 정자터,생활문화,지역설화,"구비전승,어문학",어문학,경상도·대구·부산 지역의 전설,,옛날 풍산 고을 개평리에 글 읽기를 좋아하고 놀기를 좋아하는 마음씨 좋은 배환(裵桓)이라는 감사 한 분이 살았다. 배감사는 여러 선비들과 술을 마시고 놀다가 술에 취해 백사장에서 잠들어버렸다. 산책을 나온 도깨비들이 배감사를 보고 죽은줄 알고 묘자리를 찾고 있었다. 그러다 한 도깨비가 이 곳은 묘자리보단 정자지리로 좋다고 다른 곳을 찾아보자고 한다. 그 말을 들은 배감사는 도깨비들이 한 눈 판 사이에 도망을 갔다. 그리고 도깨비가 말한 자리에 정지를 세웠다고 한다.,,https://ncms.nculture.org/traditional-stories/story/6649,경상북도,안동시,경상북도 안동시 풍산읍,36.58015769,128.5720596,20230101,"도깨비, 정자터, 감사",20231230,text,,N,text
6668,그림 - 초상화와 감상화 모두를 섭렵한 김두량,생활문화,지역문화예술인,종교와 문화,문화예술,미술,,"김두량은 1696년생으로 도화서에서 그림 그리는 일을 하는 화원 집안 출신이다. 그의 아버지, 할아버지, 아들이 모두 화원이었다. 김두량은 도화서별제로, 초상화뿐 아니라 감상화에 뛰어났고, 북종화법은 물론 남종화법, 서양화법까지 자신의 그림에 수용하였다. 속화를 그리기도 했다. 대표적인 작품으로  「월야산수도」,  「춘하도리원호흥도권(春夏桃李園豪興圖卷)」, 「추동전원행렵도권(秋冬田園行獵圖卷)」, 「목우도」, 「낮잠」 등이 있다.",,https://ncms.nculture.org/local-artist/story/6668,,,,,,20230101,"화원, 윤두서, 김두량, 월야산수도, 강세황",20231230,text,역사/인물,N,text
6670,"그림 - 홍도야 울지마라, 배우 차홍녀",생활문화,지역문화예술인,종교와 문화,문화예술,연극/영화,,차홍녀는 1918년 경기도 동두천 근처에 있는 여천에서 태어나서 1939년 젊은 나이에 삶을 마친 일제강점기 영화배우였다. 동양극장 전속 극단인 청춘좌에 입단하여 창단 공연작인 「국경의 밤」에서 주인공을 맡았다. 박진의 후원으로 빠른 속도로 배우로 성장하게 되었다. 차홍녀의 대표작은 「춘향전」과 「사랑에 속고 돈에 울고」이다. 춘향역과 홍도역을 통해 당대 최고의 스타로 발돋움했다. 그러나 불행하게도 천연두로 20대 초반의 젊은 나이에 삶을 마감하였다.,,https://ncms.nculture.org/local-artist/story/6670,,,,,,20230101,"홍도야 울지마라, 사랑에 속고 돈에 울고, 동양극장, 박진, 청춘좌",20231230,text,,N,text
6671,그림 - 한국 방송극의 선구자 최요안,생활문화,지역문화예술인,종교와 문화,문화예술,연극/영화,,"최요안은 1916년 경기도에서 태어나서 1987년에 죽은 아동문학가이자 방송극작가, 소설가이다. 1948년 서울중앙방송국에서 주최한 공모전에서 「세뱃돈」이라는 작품으로 입선하여 방송극작가로 데뷔하였다. 1957년에 제1회 방송극 작가협회상을 수상하였고, 1958년에는 문예부분에서 제1회 방송문화상을 수상하고, 같은 해에 한국방송 협회 부이사장을 맡았다. 1977년에는 방송공로 대통령 표창을 받았다. 2001년에는 방송인 명예의 전당에 헌정되기도 하였다. 최요안은 방송극과 그 대본을 예술의 경지로 끌어올린 선구자였고, 소설과 아동문학에서도 뛰어난 업적을 남겼다. 대표작으로 라디오 방송 대본을 엮은 『마음의 샘터』, 소설 「돌담 모퉁이의 삽화」, 「달밤과 의복」, 「평범」이 있고, 소설집으로  『은하의 곡』과 『그대 목소리』, 방송극집으로 『느티나무 있는 언덕』이 있다. 소년 소설로는 「별과 얘기하는 소년」, 「하얀 길」, 「달과 구름」이 있고, 동화로 「나는 둘」이 있다.",,https://ncms.nculture.org/local-artist/story/6671,인천광역시,,,,,20230101,"마음의 샘터, 최요안, 방송극, 드라마 작가, 동화 작가",20231230,text,,N,text
6672,그림 - 조선말에 현대 수채화 같은 그림을 그린 화가 김수철,생활문화,지역문화예술인,종교와 문화,문화예술,미술,,"김수철은 조선말인 19세기 중반에 활동한 이색화풍의 화가이다. 김수철의 그림은 초기에는 추사 김정희파와 상통하는 면이 있었는데, 후기에는 대담한 생략과 채색 등 자신만의 개성적인 화풍을 보여주었다. 이러한 화풍은 윤제홍의 회화를 발전시킨 것으로 조선말 화단의 새로운 동향을 불러왔다. 대표작 중 하나인 「송계한담도(松溪閑淡圖)」는 간결한 구도와 연한 빛깔의 담채로 현대의 수채화를 연상시킨다.",,https://ncms.nculture.org/local-artist/story/6672,,,,,,20230101,"송계한담도, 김수철, 현대 수채화, 김창수, 계산적적도",20231230,text,,N,text
