DATA_MANAGE_NO,DATA_TITLE_NM,THEME_NM,LWPRT_THEME_NM,CL_NM,LWPRT_CL_NM,SBJT_NM,MIDDL_SBJT_NM,SUMRY_CN,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,CTLSTT_LA,CTLSTT_LO,REGIST_DE,CORE_KWRD_CN,OPN_DE
7062,그림 - ‘광야’와 ‘청포도’의 시인 안동 이육사 생가,생활문화,한국의 가옥,생활과 민속,생활,경상도의 가옥,민가(서민집),경상북도 민속자료 제10호인 이육사 생가는 ‘광야’와 ‘청포도’로 유명한 시인 이육사가 태어난 집이다. 본래 경상북도 안동군 도산면 원천동에 있었으나 안동댐이 건설되면서 현재의 태화동으로 옮겨왔다. 이육사의 본명은 이원록으로 이육사는 대구교도소에서 받은 수감번호 264에서 취음한 것이다. 이육사 생가는 경상북도 안동 지역에서 일반적으로 보기 힘든 독특한 구조이다.,https://minio.nculture.org/amsweb-opt/3ds/227/86704/86704_thumbnail.jpg,https://ncms.nculture.org/house/story/7062,경상북도,안동시,경상북도 안동시 포도길 8,36.56858597,128.7080597,20210717,"독립운동가, 이원록, 이육사 생가, 안동 태화동, 264청포도 와인",20230630
7065,그림 - 청송지역의 민가 연구에 유용한 청송 성천댁,생활문화,한국의 가옥,생활과 민속,생활,경상도의 가옥,민가(서민집),"청송 성천댁은 문화재 지정 당시 이 집에 거주하던 할머니의 택호를 따서 ‘성천댁’이라 이름 붙였다. 국가민속문화재 제172호이다. 청송 성천댁은 집 가운데 마당이 있는 ‘ㅁ’자형의 집으로, ‘ㅁ’자형 지붕 사이로 마당 크기만큼 작은 하늘이 보인다. 청송 성천댁은 집의 평면구성과 마루 가구 구성 등이 특이하나 전체적으로 청송지역에서 흔히 볼 수 있는 가옥 배치 구조를 취하고 있다.",https://minio.nculture.org/amsweb-opt/3ds/210/86687/86687_thumbnail.jpg,https://ncms.nculture.org/house/story/7065,경상북도,청송군,경상북도 청송군 청송읍 서당길 12,36.39832688,129.0681673,20210717,"한옥체험, 뜰집, 청송 성천댁, 주왕산 성천댁",20230630
7075,그림 - 독립운동가의 은신처였던 광주 최승효가옥,생활문화,한국의 가옥,생활과 민속,생활,광주의 가옥,민가(서민집),"최승효가옥은 1920년대 건축된 독립운동가 최상현의 집이다. 최상현의 둘째 아들이 지인의 사업을 돕기 위해 집을 담보로 보증을 섰다가 1977년 최승효에게 매매되었다. 최승효가옥은 800평의 부지에 자연 상태 그대로의 지형을 활용하여 건축한 것이 특징이다. 최승효가옥은 일제강점기 독립운동가들의 은신처로 활용되었으며, 개화기 당시 한옥의 변화과정을 살필 수 있다는 점에서 건축사적으로도 가치를 지니고 있다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/236/84888/83930/c/최승효-가옥_문화재청_제1유형-thumb.jpg,https://ncms.nculture.org/house/story/7075,광주광역시,남구,광주광역시 남구 양촌길 29-4,35.14127915,126.9138809,20210717,"독립운동가, 광주 양림동, 최승효 가옥, 최상현",20230630
7096,그림 - 예산의 대표적인 애국지사 수당 이남규의 생가 예산 수당고택,생활문화,한국의 가옥,생활과 민속,생활,충청도의 가옥,반가(양반집),"충청남도 예산군 대술면 상항리에 있는 예산 수당고택은 2014년 충청남도 문화재에서 국가민속문화재로 격상하였다. 예산 수당고택은 예산의 대표적인 애국지사인 수당 이남규가 살았던 집으로, 크게 안채, 사랑채, 행랑채로 구성되어 있다. 정조가 ‘문수(文藪)’라는 택호를 내렸다는 예산 수당고택은 건축학적으로나 역사적으로 중요한 가치를 지니고 있다. 예산군은 예산 수당고택을 활용한 다양한 사업을 진행하고 있다.",https://minio.nculture.org/amsweb-opt/3ds/152/86629/86629_thumbnail.jpg,https://ncms.nculture.org/house/story/7096,충청남도,예산군,충남 예산군 대술면 상항리 산 25-2,36.66825207,126.9250421,20210717,"이남규, 정조, 수당고택, 이승복",20230630
7107,그림 - 1950년대 시장의 아낙네들을 판화로 담은 빌리 세일러,산업,시장,생활과 민속,생활,그림으로 보는 한국의 전통시장,상인을 그린 작가,일본에서 활동했던 독일 작가 빌리 세일러. 그는 1950년대 한국인의 삶을 담은 판화 작품을 남겼다. 그의 작품 속에 등장하는 한국인은 살아 있는 듯한 느껴진다. 특히 한국전쟁 후 가난했던 시절의 고된 삶과 전쟁에서 살아남았다는 안도의 평온함이 묘하게 교차하며 한 편의 영화를 보는 느낌이다. 그의 작품 중 한국의 시장 풍경을 그린 두 편의 작품은 여성을 전면 주인공에 배치함으로써 가난했던 시절 가족을 위해 희생하고 분투했던 이땅의 여성들의 치열했던 이야,https://minio.nculture.org/amsweb-opt/multimedia_assets/193/85116/84492/c/%EB%B9%8C%EB%A6%AC-%EC%84%B8%EC%9D%BC%EB%9F%AC_%EB%8B%A4%EC%83%89%EB%8F%99%ED%8C%90%ED%99%94%281%29_%EA%B5%AD%EB%A6%BD%EB%AF%BC%EC%86%8D%EB%B0%95%EB%AC%BC%EA%B4%80_%EC%A0%9C1%EC%9C%,https://ncms.nculture.org/market/story/7107,서울특별시,종로구,서울특별시 종로구 세종로 1-1,37.58084776,126.9768514,20210719,"시장, 어시장, 동판화, 빌리세일러, 에칭",20230630
7108,그림 - 경강을 오가던 ‘황포돛배’를 그린 릴리안 메이 밀러,산업,시장,생활과 민속,생활,그림으로 보는 한국의 전통시장,상인을 그린 작가,"조선시대부터 경강은 팔도 산물이 모이는 곳이었다. 상인들은 정부의 세곡과 소작미 뿐만 아니라 농산물과 목재, 땔나무 등을 싣고 와서 소금과 새우젓 등으로 교환해갔다. 광나루에서 양화진까지 전국 각지에서 물자를 싣고 온 배가 장을 열었다. 황포돛배는 경강을 오가던 배였다. 화가 릴리안 메이 밀러는 일제강점기 서울에 살면서 한국을 담은 40여 점의 작품을 남겼다. 이중 황포돛배는 당시 경강을 오가던 배의 아름다운 모습을 보여준다.",,https://ncms.nculture.org/market/story/7108,서울특별시,종로구,서울특별시 종로구 인사동길 41-1 인사가나아트센터,37.57395229,126.9847624,20210719,"강경상인, 경강, 목판화, 황포돛배, 릴리안메이밀러",20230630
7111,그림 - 3곳의 장소에서 제를 지내는 괴산 송덕리 송동 동고사,생활문화,마을신앙,생활과 민속,민속,지역을 대표하는 마을신앙,충청북도의 마을신앙,"충북 괴산군 송덕리는 장연면의 남단에 위치한 마을로, 이곳에서는 마을 서쪽 입구의 느티나무 숲이 어우러진 ‘서낭댕이’와 서낭댕이에서 100m 떨어진 ‘송덕리 오층석탑’, 그리고 마을 동쪽의 온바위에 있는 ‘석탑’등 이 3곳에서 동고사를 지낸다. 송덕리에서 동고사를 지내는 동제장은 2013년 충청북도 민속문화재 제22호로 지정되었다. 2019년을 마지막으로 동제를 지낼 인력이 부족해 송덕리 동제장은 전승이 중단되었다.",,https://ncms.nculture.org/faith/story/7111,충청북도,괴산군,충북 괴산군 장연면 송덕리 853,36.78678057,127.9239228,20210719,"서낭댕이, 송덕리 오층석탑, 솔티샘, 옻샘, 송덕리 동제장",20230630
7112,그림 - 조선시대 지방 관행제의 하나였던 괴산 운곡2리 국사제,생활문화,마을신앙,생활과 민속,민속,지역을 대표하는 마을신앙,충청북도의 마을신앙,"운곡2리 국사제는 좌구산 동북쪽 골짜기에 위치한 안장압 마을에서 거행하는 동제이다. 좌구산의 명칭에 대해서는 화기를 누르기 위해 수신을 상징한다는 설과 인조반정과 관련되었다는 설이 있다. 원래 국사제는 조선시대 대표적인 지방 관행제 중 하나였으나, 운곡2리 국사제는 동제로서의 명맥만 유지하고 있다. 다만 국사제는 244개 지자체 중 2개 마을에서만 행해진다는 점에서 의미가 있다. 운곡2리 마을은 2014년 희망마을 공모사업에 선정된 바 있다.",,https://ncms.nculture.org/faith/story/7112,충청북도,괴산군,충청북도 괴산군 청안면 운곡2리 안장압,36.74364444,127.7087601,20210719,"국사당, 국사제, 괴산 좌구산, 조선시대 지방 관행",20230630
7132,"그림 - 김재관 작가가 세운 현대미술 교류 플랫폼, 쉐마미술관",생활문화,지역 이색박물관,문화유산,기타,미술관이 선사하는 감동과 위로,아름다움을 노래하는 미술관,"쉐마미술관은 2009년 6월 26일 청주시 내수읍의 고즈넉한 농촌 풍경 속에서 30여 년간 대학 강단에서 후학을 양성했던 김재관이 문을 열었다. 쉐마미술관은 청주가 고향인 서양화가 김재관의 예술과 교육에 대한 열정으로 만들어진 동시대 미술 공간이다. 개관 이후 지역의 공공미술관으로 동시대 미술의 역동성을 담아 꾸준한 기획전을 개최하고 있다. 특히 지역 젊은 작가들의 활동을 독려하는 실험적인 작업과 다양한 나라와의 국제교류전, 동시대 작가와 연계한 교육프",https://minio.nculture.org/amsweb-opt/multimedia_assets/242/85438/87000/c/%EC%89%90%EB%A7%88%EB%AF%B8%EC%88%A0%EA%B4%80-%281%29-thumb.jpg,https://ncms.nculture.org/exotic-museums/story/7132,충청북도,청주시,충청북도 청주시 청원구 내수읍 내수로 241,36.69507095,127.4999486,20210721,"현대미술, 미술관교육, 김재관, 문화제조창, 쉐마(SCHEMA)",20230630
7133,그림 - 남서울미술관으로 탈바꿈한 구 벨기에 영사관,역사문화유산,근대문화유산,문화유산,건축유적,공간으로 읽는 근대문화 역사유산,,"남서울미술관은 대한제국기에 벨기에 영사관이었던 건물을 활용하고 있다. 구 벨기에 영사관은 1900년 벨기에가 대한제국의 수교국이 된 후 그 다음 해에  지어졌다. 당시 벨기에 영사관 총영사로 임명된 뱅카르가 서울특별시 중구 회현동에 부지를 선정하고 건물을 지었다. 수려한 외관을 갖춘 영사관은 대한제국의 외교권이 일본에 넘어가게 되면서 유명무실해졌다. 이에 영사관은 여러 차례 주인이 바뀌어 오다가 한국상업은행(현, 우리은행)이 서울시에 무상으로 임대하면서",https://minio.nculture.org/amsweb-opt/multimedia_assets/90/85012/84198/c/%EA%B5%AC-%EB%B2%A8%EA%B8%B0%EC%97%90-%EC%98%81%EC%82%AC%EA%B4%80_%EA%B1%B4%EB%AC%BC-%EC%A0%95%EB%A9%B4_%EB%AC%B8%ED%99%94%EC%9E%AC%EC%B2%AD_%EC%A0%9C1%EC%9C%A0%ED%98%95-thumb.jpg,https://ncms.nculture.org/legacy/story/7133,서울특별시,관악구,서울특별시 관악구 남부순환로 2076,37.47606183,126.9794667,20210721,"벨기에, 고전주의, 영사관, 남서울미술관",20230630
