DATA_MANAGE_NO,DATA_TITLE_NM,THEME_NM,LWPRT_THEME_NM,CL_NM,LWPRT_CL_NM,SBJT_NM,MIDDL_SBJT_NM,SUMRY_CN,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,CTLSTT_LA,CTLSTT_LO,REGIST_DE,CORE_KWRD_CN,OPN_DE
10621,"부마의 집, 성북구 장위동 김진흥 가옥",생활문화,한국의 가옥,생활과 민속,생활,서울의 가옥,반가(양반집),"서울 성북구 장위동 김진흥 가옥은 조선 제23대 순조의 셋째 사위인 남령위 윤의선이 지은 집이라고도 하고, 제27대 순종의 부마가 살던 집이라고도 한다. 따라서 가옥의 건축연대는 1865년과 1925년으로 나뉜다. 상류 주택의 격식이 잘 갖추어진 집으로, 서울특별시 민속자료 제25호로 지정되었다. 성북구는 여기서 시민들이 참여하는 전통 혼례식과 성년식을 개최하였다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/247/72926/69023/c/장위동-김진흥가옥-내부_문화재청_제1유형-thumb.jpg,https://ncms.nculture.org/house/story/5103,서울특별시,성북구,서울특별시 성북구 돌곶이로34길 4-11,37.61619131,127.0519661,20200705,"덕온공주, 윤의선, 성북구 장위동, 김진흥 가옥, 윤용구",20221230
10622,"부평계양문화권의 역사적 뿌리이자 산소탱크, 계양산",생활문화,지명유래,"구비전승,어문학",지명유래,인천 지역의 지명유래,,"인천 계양구의 계양산은 시대에 따라 수주악, 안남산, 아남산, 경명산이라고도 하였다. 한강 서부지역에서 가장 높은 계양산은 예로부터 계양산 자락의 마을에서 산신제나 마을 제례를 하며 신성시되었다.",,https://ncms.nculture.org/origin-of-place-names/story/5114,인천광역시,계양구,인천 계양구 계산동 산 52,37.55060069,126.7142619,20200707,"안남산, 인천의 산, 경명산",20221230
10623,강원도 옥수수로 만드는 황골엿과 황골 엿술,생활문화,향토음식,생활과 민속,생활,지역 향토 음식,,옥수수엿은 강원도 원주시 황골마을의 향토음식으로 100~140년 전부터 만들어왔다. 황골엿이라고도 부른다. 간 옥수수를 죽처럼 푹 끓여 엿기름가루를 넣어 잘 혼합해서 삭힌다. 8시간 정도 지나면 윗부분에 맑은 물이 생긴다. 전체를 다 떠서 삼베 주머니에 눌러 짜주고 물만 따로 받아서 식기 전에 솥에 붓고 은근한 불을 잘 조절해 졸이면 엿이 완성된다. 이 엿물을 고아서 만드는 술이 황골 엿술이다. 황골 엿술은 붉은빛을 띤 담황색으로 엿기름의 달콤한 맛과,,https://ncms.nculture.org/food/story/5158,강원도,원주시,강원 원주시 소초면 황골로 172,37.38207838,127.9958713,20200708,"옥수수, 원주, 옥수수엿, 엿술",20221230
10624,불교에 대한 인문학적 지식이 현학적으로 기록된 계룡산 갑사 사적비,역사문화유산,한국의 기록문화,문화유산,기타,충청도 대전 세종의 기록문화,금석자료,"충청남도 공주시 계룡면 갑사로에는 갑사(岬寺) 사적비가 세워져 있다. 이 비석은 갑사의 역사에 대해 소상히 기록하고 있다. 또한 갑사의 운영에 도움을 준 관료, 비석 제작에 관련한 인물들을 기록하였다. 불교의 역사와 사상적 특징 등에 대한 해박한 지식을 바탕으로 작성되었으며, 수사적 표현이 많고 다양한 전고들을 활용하였다는 점이 특징이다. 효종 10년인 1659년에 건립하여 오늘날까지 전해지고 있다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/144/72528/65682/c/계룡산-갑사-사적비_문화재청_제1유형-(1)-thumb.jpg,https://ncms.nculture.org/archival/story/5173,충청남도,공주시,충남 공주시 계룡면 갑사로 567-3,36.36607983,127.1864456,20200708,"계룡산, 갑사, 사적비",20221230
10625,"병자호란 속 가족을 피난시켰던 여성의 기록, 남평조씨 병자일기",역사문화유산,한국의 기록문화,문화유산,기타,충청도 대전 세종의 기록문화,종이자료,"충청남도 공주시에 있는 국립공주박물관에는 『병자일기』가 소장되어 있다. 『병자일기』는 병자호란 당시 남이웅(南以雄)의 부인인 조애중(曺愛重)이 병자호란의 경험을 바탕으로 쓴 일기이다. 1636년 12월 16일부터 1640년 8월 9일까지의 기록을 담고 있다. 오늘날 전하는 여성 작가의 한글 일기 중 창작연대가 밝혀진 최초의 작품이다. 또한, 전란 당시 민간의 생활사를 소상히 담고 있다는 점에서 문화적 가치가 매우 높다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/102/72485/65590/c/남평조씨-병자일기-속지_문화재청_제4유형-thumb.jpg,https://ncms.nculture.org/archival/story/5176,충청남도,공주시,충남 공주시 관광단지길 34,36.46552912,127.1121799,20200708,"병자호란, 공주사대부가여성, 남평조씨, 병자일기",20221230
10626,"자녀를 원하는 사람들의 기도처, 안양 삼막사 남녀근석",역사문화유산,한국의 석조문화,문화유산,조각,생활/민속 석조문화,입석/선바위/미륵바위,"성기숭배는 남녀의 생식기를 닮은 바위에 종교적 의미를 부여하여 숭배하는 민속신앙의 한 형태이다. 성기숭배의 형태는 남근숭배, 여근숭배, 남녀근숭배 등으로 나타난다. 성기숭배는 자녀기원과 자손의 행운을 기원하는 것과 마을의 풍농?평안, 해상의 안전?풍어를 기원하는데 목적이 있다. 삼막사 남녀근석은 신라 문무왕때 원효대사가 삼막사를 세우기 이전부터 신앙의 대상이었다. 삼막사 남녀근석에는 지금도 사월초파일과 칠월칠석이 되면 인근에서 사람들이 올라와 자녀출산과",https://minio.nculture.org/amsweb-opt/multimedia_assets/73/73274/71541/c/%EC%9E%90%EB%85%80%EB%A5%BC-%EC%9B%90%ED%95%98%EB%8A%94-%EC%82%AC%EB%9E%8C%EB%93%A4%EC%9D%98-%EA%B8%B0%EB%8F%84%EC%B2%98%EC%9D%B8-%EA%B2%BD%EA%B8%B0%EB%8F%84-%EC%95%88%EC%96%91%EC%8B,https://ncms.nculture.org/stonecraft/story/5180,경기도,안양시,경기 안양시 만안구 삼막로 478,37.43461184,126.9361391,20200709,"남녀근석, 성기숭배, 자녀기원, 민속신앙, 기자신앙, 안양 삼막사",20221230
10627,옥정지구 택지개발로 선돌근린공원으로 옮겨진 양주옥정리선돌,역사문화유산,한국의 석조문화,문화유산,조각,생활/민속 석조문화,입석/선바위/미륵바위,"양주옥정리선돌은 경기도 양주시 옥정동 616번지 선돌근린공원 내에 있다. 옥정동이라는 지명은 옥동리의 ’구슬 옥(玉)‘자와 냉정리의 ’우물 정(井)‘자에서 차용한 것이다. 옥정리 선돌은 옥정리 입구 구릉 하단부에 두 개의 선돌이 마주보고 있었다. 선돌은 납작한 사각형 돌에 끝이 뾰족한 기둥의 형태이다. 옥정리에는 옥정리 선돌 외에도 청동기 시대의 옥정리 지석묘, 원삼국 시대의 옥정리 유물산포지 2곳, 삼국시대의 옥정리 야철지와 독바위 보루성, 조선시대의",https://minio.nculture.org/amsweb-opt/3ds/167/84522/84522_thumbnail.jpg,https://ncms.nculture.org/stonecraft/story/5184,경기도,양주시,경기 양주시 옥정동 616,37.82143033,127.0811476,20200709,"지석묘, 유물산포지, 독바위보루, 한근수사당, 양주 옥정리, 선돌근린공원",20221230
10628,주왕산의 이야기를 모은 경북 청송 주왕산지,역사문화유산,한국의 기록문화,문화유산,기타,경상도 대구 울산 부산의 기록문화,종이자료,"경상북도 청송군 주왕산면 상의리에는 주왕산이라는 유명한 산이 있다. 조선 후기 청송군 출신의 학자 서원모는 주왕산과 관련된 기록들을 모아 『주왕산지』라는 책을 만들었다. 『주왕산지』에는 주왕 설화, 유람 기록, 시, 주왕산 관련 지명 등이 수록되어 있다. 주왕산이라는 명칭에 대하여 당나라 때 스스로를 주왕이라 일컫고 장안을 공격했던 인물 주왕에 얽힌 이야기가 전해진다. 2009년에는 한글로 번역된 『주왕산지』(청송군)가 출간되어 일반인들도 쉽게 접할 수",,https://ncms.nculture.org/archival/story/5211,경상북도,청송군,경북 청송군 주왕산면 공원길 169-7,36.39387229,129.1420635,20200710,"주왕산지, 주왕산, 청송군",20221230
10629,경남 밀양의 풀 썰며 부르는 작두야소리,생활문화,노동요,생활과 민속,민속,경상남도 노동요,임산노동요,"「풀써는소리」는 논이나 밭에 거름으로 쓸 풀을 작두로 썰면서 부르던 노래이다. 풀 써는 일은 넣어주고, 밟고, 빼는 등 분업으로 진행했는데, 보통은 풀을 작두에 넣어주는 사람이 「풀써는소리」를 부른다. 현재까지 전승이 확인된 「풀써는소리」에는 어이야소리, 우러리소리, 작두야소리가 있다. 작두야소리는 밀양시 산내면에서 전승되었다. 가창방식은 선후창으로 2마디짜리 전언가사에 ‘어허허어 작두야’라는 디딤가사를 붙였다.",,https://ncms.nculture.org/labour-song/story/5221,경상남도,밀양시,경상남도 밀양시 산내면 발례로 65,35.56865435,128.8792697,20200710,"경상남도, 밀양, 풀써는소리, 임산물채취요, 작두야소리",20221230
10630,국내 유일하게 경남 사천에서 전승되는 갈방아소리,생활문화,노동요,생활과 민속,민속,경상남도 노동요,공산노동요,"경상남도 사천시에서는 갈방아를 찧을 때 갈방아소리를 불렀다. 갈은 소나무껍질로, 나일론이 나오기 전까지 갈을 찧어 면사 그물에 묻혀 튼튼하게 만들었다고 한다. 갈방아 찧기는 남자들 4~5명이 모여 함께 작업을 했으며 이때의 노래는 작업자 간의 호흡을 일치시키고 흥을 돋우기 위해서 불렀다. 갈방아소리는 2마디짜리 전언가사에 “에야디야 갈방애야”라는 디딤가사를 선후창으로 불렀다. 「갈방아찧는소리」로는 사천 마도동에서 채록된 갈방아소리가 유일하다.",,https://ncms.nculture.org/labour-song/story/5222,경상남도,사천시,경상남도 사천시 마도길 47,34.93736037,128.0304742,20200710,"갈방아찧는소리, 갈방아소리, 경남 사천, 소나무 껍질",20221230
10631,미군 레이더 기지로 운영되면서 없어진 철원 소이산 봉수,역사문화유산,한국의 관방문화,문화유산,건축유적,강원도 관방유적,봉수,"강원도 철원군 철원읍 사요리에 있는 소이산(324m) 정상에 봉수대가 있었다. 소이산 정상에 오르면 철원평야가 사방으로 넓게 퍼져 있으며, 대응봉수와 연락을 취하기에 가장 좋은 위치임을 알 수 있다. 소이산 봉수는 『세종실록지리지』에도 기록되어 있으며, 함경도로부터 서울까지 이어지는 내지봉수였다. 대응봉수는 북으로 토빙산 봉수(吐氷山烽燧)에 응하고 남으로 할미산 봉수에 응했다.",https://minio.nculture.org/amsweb-opt/3ds/127/84482/84482_thumbnail.jpg,https://ncms.nculture.org/fortress/story/5279,강원도,철원군,강원 철원군 철원읍 사요리 산 1,38.25507722,127.1879754,20200721,"소이산봉수, 백마고지, 노동당사, 미군레이더기지",20221230
10632,서양식 별자리가 새겨진 석각천문도,역사문화유산,한국의 석조문화,문화유산,조각,조선시대 석조문화,기타,"동양 전통의 세계관에서 세상 만물을 이루는 하늘과 땅 그리고 사람[天·地·人]은 모두 유기적으로 연결되어 있다. 군주는 인(人)뿐만 아니라 지(地)와 천(天) 분야에도 두루 관심을 보였고, 지도와 천문도 제작은 군주의 중요한 정치적 행위였다. 대전 유성구의 석각천문도(石刻天文圖)는 기존의 천문도와는 다르게 서양의 별자리가 새겨져있다. 중앙의 동심원으로 천구(天球)를 표현하는 것이나 테두리에 열두 간지에 따른 12시를 표현하는 방법은 동양의 전통을 따르고",,https://ncms.nculture.org/stonecraft/story/5318,대전광역시,유성구,대전 유성구 대덕대로 481,36.3771312,127.3749897,20200722,"석각천문도, 천문도, 별자리, 천상열차분야지도, 석각, 일제강점기",20221230
10633,"불을 밝히고 손을 씻으며 제향(祭享)을 준비하다, 소수서원 정료대·관세대",역사문화유산,한국의 석조문화,문화유산,조각,조선시대 석조문화,서원 석물,"소수서원은 우리나라의 최초의 서원이다. 처음에는 백운동 서원으로 설립되었으나 신광한에 의해 소수서원이라는 명칭을 갖게 되었으며, 명종이 직접 “소수서원”이라는 편액 글씨를 써서 하사하기도 하였다.  지난 2018년 7월에는 소수서원을 비롯한 우리나라의 서원 9곳이 유네스코 세계문화유산에 등재되었다. 소수서원에 남아있는 정료대와 관세대는 제향을 하기 전 불을 밝히고, 손을 씻는 곳으로 서원에서 머물며 공부했던 옛 사람들의 자연스러운 생활 모습이 담겨있는",,https://ncms.nculture.org/stonecraft/story/5319,경상북도,영주시,경북 영주시 순흥면 내죽리,36.93571553,128.5755851,20200722,"소수서원, 정료대, 관세대, 서원 석조물, 제향",20221230
10634,이익의 학문과 사상을 담은 경남 밀양 성호선생문집 책판,역사문화유산,한국의 기록문화,문화유산,기타,경상도 대구 울산 부산의 기록문화,목재자료,1917년 경상남도 밀양시 부북면 퇴로리에서 성호 이익의 문집을 간행하기 위한 책판이 제작되었다. 성호 이익은 실용적인 학문을 주장한 조선 후기의 실학자이다. 성호선생문집은 1774년 70권으로 간행되었다. 1800년대에 재편되어 여러 차례 간행이 시도되었으나 거듭 실패를 겪다가 1917년에 50권으로 간행되었다. 성호선생문집책판은 밀양시립박물관에 소장되어 있다.,https://minio.nculture.org/amsweb-opt/multimedia_assets/6/72390/65400/c/이익-성호전집-목판_문화재청_제1유형-thumb.jpg,https://ncms.nculture.org/archival/story/5328,경상남도,밀양시,"경남 밀양시 밀양대공원로 100 밀양시립박물관,독립운동기념관",35.50296509,128.7593643,20200723,"성호, 이익, 성호선생문집, 퇴로리, 밀양시립박물관",20221230
10635,조선시대 인쇄 문화를 살필 수 있는 목활자 인쇄용구,역사문화유산,한국의 기록문화,문화유산,기타,한국 기록문화의 정의와 의미,,"목활자는 글자 하나하나를 네모진 나무 조각에 새긴 것으로 활자를 필요한 문구대로 조합한 뒤 인쇄할 수 있었다. 조선시대에 이르러 목활자를 이용한 인쇄술이 국가 기관은 물론 절이나 서원, 민간에까지 보급되면서 민간에서도 책을 제작하게 되었다. 목활자를 비롯해 조각칼, 대젓가락, 먹솔 등 인쇄에 사용되던 도구들이 현재까지 전해진다. 국립중앙도서관, 청주고인쇄박물관, 영천역사박물관 등 여러 박물관에 소장되어 있어 조선시대의 인쇄문화를 관람하고 체험할 수 있다",,https://ncms.nculture.org/archival/story/5331,,,,,,20200723,"목활자, 인쇄문화, 인쇄용구, 민간인쇄조보",20221230
10636,조선시대 한양의 강우량을 측정하다. 서울 청계천 수표,역사문화유산,한국의 석조문화,문화유산,조각,생활/민속 석조문화,표석,"청계천은 조선시대에도 비가 적은 시기에는 건천이지만 우기에는 홍수가 날 정도로 유량의 차이가 큰 하천이었다. 청계천은 도성의 한가운데 위치했기 때문에, 청계천의 범람은 인근지역의 수몰과 인명피해로 이어졌다. 따라서 청계천의 유량을 측정하는 것이 중요한 일이었으며, 세종은 청계천 정비 과정에서 수표를 설치하여 수위를 측정하게 하였다. 오늘날 서울 청계천 수표는 세종대왕기념관에서 소장하고 있다. 원래는 수표동 수표교 옆에 설치되어 있었는데, 1960년에 장",https://minio.nculture.org/amsweb-opt/multimedia_assets/65/72449/65508/c/서울-청계천-수표_문화재청_제1유형-thumb.jpg,https://ncms.nculture.org/stonecraft/story/5482,서울특별시,동대문구,서울 동대문구 회기로 56 세종대왕기념관,37.59099289,127.0427032,20200806,"청계천, 수표교, 수표, 세종대왕기념관, 하천 범람 예방",20221230
10637,"6월-장생포의 숨겨진 맛을 찾아서, 장어탕(박말순 할머니)",생활문화,향토음식,생활과 민속,생활,고래할머니의 열두 달 맛 이야기,,장생포는 고래로 유명한 곳이지만 아는 사람들은 정어의 원산지라는 장생포에 장어를 먹으러 온다고 한다. 할아버지는 장어배의 선주이다. 조상 대대로 내려오던 가업을 이어 어부가 된 할아버지는 50여년의 시간을 어부로 보냈다. 할아버지에게 장생포 앞바다는 땀 흘린만큼 그 수고로움을 알고 보답해줄 줄 아는 곳이었다. 삶을 지탱하던 무대가 한 순간에 막이 내리자 그는 심정이 많이 상한다는 이야기를 건넸다.,,https://ncms.nculture.org/food/story/5498,울산광역시,남구,울산광역시 남구 장생포동 111,35.50219926,129.3759479,20200807,"고래고기, 울산향토음식",20221230
10638,"우리 실정에 맞는 의학서, 인천 가천박물관 소장 향약제생집성방",역사문화유산,한국의 기록문화,문화유산,기타,경기 인천의 기록문화,종이자료,"인천 가천박물관에 소장되어 있는 『향약제생집성방』은 우리나라에서 구할 수 있는 약재로 질병을 치료하는 방법과 처방을 모아 간행한 의서이다. 기존의 향약 관련 의서를 대신하기 위해 조선시대 의료기관인 제생원에서 권중화, 김희선, 조준 등이 함께 편찬했다. 이후 세종 15년(1433)에 간행된 『향약집성방』에도 영향을 주었다. 현재 일부만 남아 있지만 고려시대부터 조선시대 의학의 발전 과정을 확인할 수 있는 중요한 기록물이라는 점에서 의미가 있다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/105/72488/65597/c/향약제생집성방-본문_문화재청_제1유형-(1)-thumb.jpg,https://ncms.nculture.org/archival/story/5626,인천광역시,연수구,인천광역시 연수구 청량로102번길 40-9,37.41847997,126.6576026,20200816,"향약, 의서, 제생원, 향약집성방, 가천박물관",20221230
10639,중국풍과 러시아풍이 혼재한 부산광역시 초량동 차이나타운,생활문화,우리마을이야기,자연과 지리,마을경관,한국의 독특한 마을,,우리나라의 대표적 차이나타운은 인천에 있다. 하지만 부산광역시 초량동의 차이나타운 또한 역사가 오래되었다. 초량동에는 중국 영사관이 있어 중국인들이 모이게 되었다. 부산역 건너편에 자리잡은 차이나타운은 원래 텍사스 거리였다. 이 거리에는 현재 중국 만두집 만큼이나 러시아풍의 가게들도 많이 들어섰다. 초량동 차이나타운에서는 중국풍과 러시아풍을 접할 수 있으며 다양한 축제도 열려 먹거리와 즐길거리가 풍부하다.,,https://ncms.nculture.org/story-of-our-hometown/story/5704,부산광역시,동구,부산광역시 동구 중앙대로179번길 16,35.11384417,129.0378129,20200821,"중국, 러시아, 화교, 부산 초량동",20221230
